hh1,hh2,d1,no_relat1,ok1,sk1,bk1,scl1,so2,sc2,st2,scr2,sl2,sa2,sp2,so1,sc1,st1,scr1,sl1,sa1,sp1,d2,no_relat2,ok2,sk2,bk2,scl2,ne1,ne2,e1,e2,geod_distance,n_of_links_hh1,n_of_links_hh2,same_family1,same_family2,land2,livestock2,land1,livestock1,ol2,ol1,oli2,oli1,direct_link_hh1,direct_link_hh2,religion1,religion2,members1,members2
85,76,393.60001,1,0,0,0,0,.125,0,.125,.625,0,0,.125,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,393.60001,1,0,0,0,0,0,0,1,1,3,2,11,0,0,2.0160091,29800,.27906859,39800,.83720577,6.048027,.398,.29800001,0,0,Catholic,Lutheran,2,3
22,76,508.79999,1,0,0,0,0,.25,0,0,.75,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,508.79999,1,0,0,0,0,0,0,1,1,2,12,11,0,0,2.0160091,29800,1.7299351,32800,5.189805,6.048027,.32800001,.29800001,0,0,Muslim,Lutheran,4,3
70,76,369.60001,1,0,0,0,0,.5,.25,0,.25,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,369.60001,1,0,0,0,0,0,0,1,1,2,11,11,0,0,2.0160091,29800,2.2824509,8600,6.847353,6.048027,.086000003,.29800001,0,0,Lutheran,Lutheran,3,3
3,76,866.40002,1,0,0,0,1,0,0,0,1,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,866.40002,1,0,0,0,1,0,0,1,1,2,6,11,0,0,2.0160091,29800,.39607841,35000,1.1882353,6.048027,.34999999,.29800001,0,0,Catholic,Lutheran,3,3
81,76,242.39999,1,0,0,0,0,0,.5,0,.5,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,242.39999,1,0,0,0,0,0,0,0,0,2,8,11,0,0,2.0160091,29800,.49919611,29200,1.4975884,6.048027,.292,.29800001,0,0,Lutheran,Lutheran,3,3
54,76,436.79999,1,0,0,0,0,0,0,0,.5,0,0,.5,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,436.79999,1,0,0,0,0,0,0,1,1,2,20,11,0,0,2.0160091,29800,.5794118,14000,1.7382355,6.048027,.14,.29800001,0,0,Lutheran,Lutheran,2,3
67,76,254.39999,1,0,0,0,0,0,.41666669,0,.16666667,.25,0,.16666667,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,254.39999,1,0,0,0,0,0,0,1,1,2,6,11,0,0,2.0160091,29800,.62176472,3200,1.8652942,6.048027,.032000002,.29800001,0,0,Lutheran,Lutheran,2,3
10,76,727.20001,1,0,0,0,1,0,0,.75,.25,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,727.20001,1,0,0,0,1,0,0,1,1,2,23,11,0,0,2.0160091,29800,3.8885291,1630400,11.665587,6.048027,16.304001,.29800001,0,0,Muslim,Lutheran,4,3
71,76,108,1,0,0,0,0,0,0,0,.5,0,0,.5,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,108,1,0,0,0,0,0,0,1,1,2,10,11,0,0,2.0160091,29800,.49343139,0,1.4802942,6.048027,0,.29800001,0,0,Catholic,Lutheran,2,3
103,76,561.59998,1,0,0,0,0,0,.5,0,0,0,0,.5,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,561.59998,1,0,0,0,0,0,0,1,1,2,7,11,0,0,2.0160091,29800,.40142161,21000,1.2042649,6.048027,.20999999,.29800001,0,0,Catholic,Lutheran,2,3
119,76,480,1,0,0,0,0,0,1,0,0,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,480,1,0,0,0,0,0,0,0,0,2,3,11,0,0,2.0160091,29800,0,0,0,6.048027,0,.29800001,0,0,Catholic,Lutheran,1,3
18,76,626.40002,1,0,0,0,1,0,.25,.25,.5,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,626.40002,1,0,0,0,1,0,0,1,1,3,9,11,0,0,2.0160091,29800,1.106544,6000,3.3196321,6.048027,.059999999,.29800001,0,0,Catholic,Lutheran,2,3
88,76,120,1,0,0,0,0,0,.75,0,.25,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,120,1,0,0,0,0,0,0,1,1,3,7,11,0,0,2.0160091,29800,.83225489,0,2.4967647,6.048027,0,.29800001,0,0,Catholic,Lutheran,2,3
58,76,398.39999,1,0,0,0,0,.125,0,.33333334,.45833334,0,0,.083333336,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,398.39999,1,0,0,0,0,0,0,1,1,1,32,11,0,0,2.0160091,29800,1.055392,14000,3.1661761,6.048027,.14,.29800001,0,1,Lutheran,Lutheran,7,3
114,76,984,1,0,0,0,0,0,.25,.125,.375,.125,.125,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,984,1,0,0,0,0,0,0,1,1,2,12,11,0,0,2.0160091,29800,1.311118,506800,3.9333539,6.048027,5.0679998,.29800001,0,0,Catholic,Lutheran,2,3
47,76,,1,0,0,0,0,0,0,0,0,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,,1,0,0,0,0,0,0,1,1,1,4,11,0,0,2.0160091,29800,1.42249,0,4.2674699,6.048027,0,.29800001,1,1,Lutheran,Lutheran,1,3
31,76,192,1,0,0,0,0,0,.5,.25,.25,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,192,1,0,0,0,0,0,0,1,1,2,17,11,0,0,2.0160091,29800,2.5222549,17600,7.5667648,6.048027,.176,.29800001,0,0,Lutheran,Lutheran,4,3
11,76,854.40002,1,0,0,0,0,.25,0,.41666669,.16666667,.16666667,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,854.40002,1,0,0,0,0,0,0,1,1,2,6,11,0,0,2.0160091,29800,5.4656858,204800,16.397057,6.048027,2.0480001,.29800001,0,0,Catholic,Lutheran,6,3
37,76,376.79999,1,0,0,0,0,0,.5,0,.5,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,376.79999,1,0,0,0,0,0,0,0,0,3,6,11,0,0,2.0160091,29800,.2310784,0,.69323522,6.048027,0,.29800001,0,0,Lutheran,Lutheran,1,3
65,76,168,1,0,0,0,0,0,.5,0,.5,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,168,1,0,0,0,0,0,0,1,1,2,4,11,0,0,2.0160091,29800,1.060392,2400,3.1811762,6.048027,.024,.29800001,0,0,Lutheran,Lutheran,2,3
75,76,124.8,1,0,0,0,0,0,0,.66666669,.16666667,0,0,.16666667,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,124.8,1,0,0,0,0,0,0,1,1,3,8,11,0,0,2.0160091,29800,1.063373,17600,3.1901188,6.048027,.176,.29800001,0,0,Catholic,Lutheran,2,3
48,76,360,1,0,0,0,1,.25,.5,0,.25,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,360,1,0,0,0,1,0,0,0,0,1,9,11,0,0,2.0160091,29800,.99607837,2400,2.988235,6.048027,.024,.29800001,1,1,Lutheran,Lutheran,5,3
89,76,535.20001,1,0,0,0,0,0,0,.33333334,.33333334,.33333334,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,535.20001,1,0,0,0,0,0,0,1,1,3,6,11,0,0,2.0160091,29800,2.2493629,360000,6.7480888,6.048027,3.5999999,.29800001,0,0,Lutheran,Lutheran,2,3
97,76,520.79999,1,0,0,0,1,.16666667,0,.16666667,.16666667,0,0,.5,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,520.79999,1,0,0,0,1,0,0,1,1,2,10,11,0,0,2.0160091,29800,1.084902,0,3.2547061,6.048027,0,.29800001,0,0,Muslim,Lutheran,3,3
99,76,674.40002,1,0,0,0,0,0,0,.5,.5,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,674.40002,1,0,0,0,0,0,0,0,0,3,5,11,0,0,2.0160091,29800,.94911373,1200,2.8473411,6.048027,.012,.29800001,0,0,Muslim,Lutheran,2,3
98,77,321.60001,1,0,0,0,0,.16666667,.66666669,0,.16666667,0,0,0,0,1,0,0,0,0,0,321.60001,1,0,0,0,0,0,0,0,0,2,7,4,0,0,.8192206,0,.53021568,0,1.590647,2.4576619,0,0,0,0,Catholic,Lutheran,2,2
8,77,1053.6,1,0,0,0,0,.1,.16666667,.1,.26666668,.1,0,.26666668,0,1,0,0,0,0,0,1053.6,1,0,0,0,0,0,0,1,1,3,11,4,0,0,.8192206,0,1.0309401,8200,3.0928202,2.4576619,.082000002,0,0,0,Lutheran,Lutheran,2,2
74,77,487.20001,1,0,0,0,0,0,0,0,.5,0,0,.5,0,1,0,0,0,0,0,487.20001,1,0,0,0,0,0,0,1,1,2,13,4,0,0,.8192206,0,1.113892,0,3.3416758,2.4576619,0,0,0,0,Catholic,Lutheran,4,2
96,77,201.60001,1,0,0,0,0,0,.5,0,.5,0,0,0,0,1,0,0,0,0,0,201.60001,1,0,0,0,0,0,0,0,0,4,2,4,0,0,.8192206,0,.34459999,3600,1.0338,2.4576619,.035999998,0,0,0,Muslim,Lutheran,2,2
59,77,712.79999,1,0,0,0,0,0,.33333334,0,.33333334,0,0,.33333334,0,1,0,0,0,0,0,712.79999,1,0,0,0,0,0,0,1,1,3,7,4,0,0,.8192206,0,1.367157,2400,4.1014709,2.4576619,.024,0,0,0,Catholic,Lutheran,4,2
73,77,100.8,1,0,0,0,0,.1,0,.1,.34999999,.25,.1,.1,0,1,0,0,0,0,0,100.8,1,0,0,0,0,0,0,1,1,2,5,4,0,0,.8192206,0,1.350837,7200,4.0525112,2.4576619,.071999997,0,0,0,Muslim,Lutheran,2,2
26,77,789.59998,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,789.59998,1,0,0,0,0,0,0,1,1,3,10,4,0,0,.8192206,0,.77150333,0,2.3145099,2.4576619,0,0,0,0,Muslim,Lutheran,3,2
38,77,420,1,0,0,0,0,.25,0,0,.75,0,0,0,0,1,0,0,0,0,0,420,1,0,0,0,0,0,0,1,1,3,12,4,0,0,.8192206,0,1.81451,2400,5.4435301,2.4576619,.024,0,0,0,Lutheran,Lutheran,5,2
52,77,631.20001,1,0,0,0,0,0,.5,0,.5,0,0,0,0,1,0,0,0,0,0,631.20001,1,0,0,0,0,0,0,0,0,3,5,4,0,0,.8192206,0,.076503903,0,.22951171,2.4576619,0,0,0,0,Lutheran,Lutheran,2,2
106,77,441.60001,1,0,0,0,0,.16666667,0,0,.41666669,0,0,.41666669,0,1,0,0,0,0,0,441.60001,1,0,0,0,0,0,0,1,1,3,9,4,0,0,.8192206,0,3.4280391,0,10.284117,2.4576619,0,0,0,0,Lutheran,Lutheran,4,2
110,77,708,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,708,1,0,0,0,0,0,0,1,1,4,2,4,0,0,.8192206,0,.79529411,0,2.3858824,2.4576619,0,0,0,0,Muslim,Lutheran,2,2
31,77,624,1,0,0,0,0,0,.5,.25,.25,0,0,0,0,1,0,0,0,0,0,624,1,0,0,0,0,0,0,1,1,3,17,4,0,0,.8192206,0,2.5222549,17600,7.5667648,2.4576619,.176,0,0,0,Lutheran,Lutheran,4,2
114,77,1238.4,1,0,0,0,0,0,.25,.125,.375,.125,.125,0,0,1,0,0,0,0,0,1238.4,1,0,0,0,0,0,0,1,1,3,12,4,0,0,.8192206,0,1.311118,506800,3.9333539,2.4576619,5.0679998,0,0,0,Catholic,Lutheran,2,2
100,77,585.59998,1,0,0,0,0,.5,0,0,.25,.25,0,0,0,1,0,0,0,0,0,585.59998,1,0,0,0,0,0,0,1,1,3,12,4,0,0,.8192206,0,.64525491,0,1.9357648,2.4576619,0,0,0,0,Catholic,Lutheran,3,2
63,77,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,0,0,4,5,4,0,0,.8192206,0,1.442598,0,4.3277941,2.4576619,0,0,0,0,Lutheran,Lutheran,1,2
76,77,432,1,0,0,0,0,.06666667,.73333335,.06666667,.06666667,.06666667,0,0,0,1,0,0,0,0,0,432,1,0,0,0,0,0,0,1,1,3,11,4,0,0,.8192206,0,2.0160091,29800,6.048027,2.4576619,.29800001,0,0,0,Lutheran,Lutheran,3,2
18,77,984,1,0,0,0,0,0,.25,.25,.5,0,0,0,0,1,0,0,0,0,0,984,1,0,0,0,0,0,0,1,1,3,9,4,0,0,.8192206,0,1.106544,6000,3.3196321,2.4576619,.059999999,0,0,0,Catholic,Lutheran,2,2
58,77,700.79999,1,0,0,0,0,.125,0,.33333334,.45833334,0,0,.083333336,0,1,0,0,0,0,0,700.79999,1,0,0,0,0,0,0,1,1,2,32,4,0,0,.8192206,0,1.055392,14000,3.1661761,2.4576619,.14,0,0,0,Lutheran,Lutheran,7,2
44,77,727.20001,1,0,0,0,0,.33333334,.33333334,0,.33333334,0,0,0,0,1,0,0,0,0,0,727.20001,1,0,0,0,0,0,0,0,0,3,10,4,0,0,.8192206,0,1.2509561,7000,3.7528682,2.4576619,.07,0,0,0,Lutheran,Lutheran,1,2
95,77,247.2,1,0,0,0,1,.16666667,.41666669,0,.41666669,0,0,0,0,1,0,0,0,0,0,247.2,1,0,0,0,1,0,0,1,1,1,6,4,0,0,.8192206,0,.4107118,0,1.2321354,2.4576619,0,0,1,1,Catholic,Lutheran,2,2
112,77,736.79999,1,0,0,0,0,.25,0,0,.75,0,0,0,0,1,0,0,0,0,0,736.79999,1,0,0,0,0,0,0,1,1,3,10,4,0,0,.8192206,0,4.5137262,56000,13.541179,2.4576619,.56,0,0,0,Muslim,Lutheran,4,2
22,77,801.59998,1,0,0,0,0,.25,0,0,.75,0,0,0,0,1,0,0,0,0,0,801.59998,1,0,0,0,0,0,0,1,1,3,12,4,0,0,.8192206,0,1.7299351,32800,5.189805,2.4576619,.32800001,0,0,0,Muslim,Lutheran,4,2
80,77,420,1,0,0,0,0,0,.5,0,.5,0,0,0,0,1,0,0,0,0,0,420,1,0,0,0,0,0,0,0,0,4,3,4,0,0,.8192206,0,.13454901,0,.40364701,2.4576619,0,0,0,0,Muslim,Lutheran,2,2
35,77,405.60001,1,0,0,0,0,0,0,0,.5,.5,0,0,0,1,0,0,0,0,0,405.60001,1,0,0,0,0,0,0,1,1,2,7,4,0,0,.8192206,0,.99969208,21000,2.9990764,2.4576619,.20999999,0,0,0,Muslim,Lutheran,3,2
68,77,352.79999,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,352.79999,1,0,0,0,0,0,0,0,0,3,2,4,0,0,.8192206,0,.9521569,13200,2.8564706,2.4576619,.132,0,0,0,Catholic,Lutheran,1,2
104,77,410.39999,1,0,0,0,0,0,0,0,.75,0,0,.25,0,1,0,0,0,0,0,410.39999,1,0,0,0,0,0,0,1,1,3,6,4,0,0,.8192206,0,4.0895882,42000,12.268764,2.4576619,.41999999,0,0,0,Muslim,Lutheran,4,2
119,77,580.79999,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,580.79999,1,0,0,0,0,0,0,0,0,4,3,4,0,0,.8192206,0,0,0,0,2.4576619,0,0,0,0,Catholic,Lutheran,1,2
53,77,614.40002,1,0,0,0,0,.5,0,0,.5,0,0,0,0,1,0,0,0,0,0,614.40002,1,0,0,0,0,0,0,1,1,2,8,4,0,0,.8192206,0,.76734698,0,2.3020411,2.4576619,0,0,0,0,Catholic,Lutheran,3,2
41,77,528,1,0,0,0,0,.16666667,0,.41666669,.41666669,0,0,0,0,1,0,0,0,0,0,528,1,0,0,0,0,0,0,1,1,1,10,4,0,0,.8192206,0,3.806601,15600,11.419804,2.4576619,.156,0,0,1,Catholic,Lutheran,4,2
46,77,487.20001,1,0,0,0,0,0,0,.33333334,.5,.16666667,0,0,0,1,0,0,0,0,0,487.20001,1,0,0,0,0,0,0,1,1,3,7,4,0,0,.8192206,0,1.433987,14400,4.3019609,2.4576619,.14399999,0,0,0,Catholic,Lutheran,5,2
14,77,991.20001,1,0,0,0,0,.083333336,.25,.083333336,.5,0,.083333336,0,0,1,0,0,0,0,0,991.20001,1,0,0,0,0,0,0,1,1,3,8,4,0,0,.8192206,0,.54313731,0,1.6294119,2.4576619,0,0,0,0,Catholic,Lutheran,3,2
23,77,806.40002,1,0,0,0,0,.16666667,.66666669,0,.16666667,0,0,0,0,1,0,0,0,0,0,806.40002,1,0,0,0,0,0,0,1,1,3,14,4,0,0,.8192206,0,.78397059,0,2.3519118,2.4576619,0,0,0,0,Muslim,Lutheran,2,2
79,77,636,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,636,1,0,0,0,0,0,0,0,0,3,6,4,0,0,.8192206,0,.25999999,0,.77999997,2.4576619,0,0,0,0,Lutheran,Lutheran,1,2
50,77,686.40002,1,0,0,0,0,0,.25,0,.25,.25,0,.25,0,1,0,0,0,0,0,686.40002,1,0,0,0,0,0,0,1,1,3,5,4,0,0,.8192206,0,.37498629,15200,1.1249589,2.4576619,.152,0,0,0,Lutheran,Lutheran,2,2
16,77,1027.2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1027.2,1,0,0,0,0,0,0,0,0,4,3,4,0,0,.8192206,0,.29588231,0,.88764691,2.4576619,0,0,0,0,Lutheran,Lutheran,1,2
4,77,1243.2,1,0,0,0,0,0,0,0,.75,.25,0,0,0,1,0,0,0,0,0,1243.2,1,0,0,0,0,0,0,1,1,4,8,4,0,0,.8192206,0,.83235288,24600,2.4970586,2.4576619,.24600001,0,0,0,Catholic,Lutheran,5,2
86,77,352.79999,1,0,0,0,0,0,.29166669,.16666667,.125,0,.125,.29166669,0,1,0,0,0,0,0,352.79999,1,0,0,0,0,0,0,0,0,2,10,4,0,0,.8192206,0,1.878503,0,5.635509,2.4576619,0,0,0,0,Catholic,Lutheran,5,2
45,77,652.79999,1,0,0,0,0,0,0,.33333334,.33333334,0,0,.33333334,0,1,0,0,0,0,0,652.79999,1,0,0,0,0,0,0,0,0,3,9,4,0,0,.8192206,0,.4664706,1200,1.3994118,2.4576619,.012,0,0,0,Catholic,Lutheran,1,2
85,77,463.20001,1,0,0,0,0,.125,0,.125,.625,0,0,.125,0,1,0,0,0,0,0,463.20001,1,0,0,0,0,0,0,1,1,3,2,4,0,0,.8192206,0,.27906859,39800,.83720577,2.4576619,.398,0,0,0,Catholic,Lutheran,2,2
9,77,1005.6,1,0,0,0,0,0,0,.5,.5,0,0,0,0,1,0,0,0,0,0,1005.6,1,0,0,0,0,0,0,1,1,3,4,4,0,0,.8192206,0,.83519608,14200,2.5055883,2.4576619,.142,0,0,0,Lutheran,Lutheran,2,2
116,77,91.199997,1,0,0,0,0,.33333334,.33333334,.33333334,0,0,0,0,0,1,0,0,0,0,0,91.199997,1,0,0,0,0,0,0,1,1,3,5,4,0,0,.8192206,0,1.372039,7000,4.116117,2.4576619,.07,0,0,0,Muslim,Lutheran,1,2
29,77,607.20001,1,0,0,0,0,.11111111,0,0,.44444445,0,0,.44444445,0,1,0,0,0,0,0,607.20001,1,0,0,0,0,0,0,1,1,3,24,4,0,0,.8192206,0,3.250098,536200,9.7502937,2.4576619,5.362,0,0,0,Lutheran,Lutheran,4,2
94,77,386.39999,1,0,0,0,0,.16666667,0,0,.16666667,.66666669,0,0,0,1,0,0,0,0,0,386.39999,1,0,0,0,0,0,0,1,1,3,9,4,0,0,.8192206,0,2.5854311,75000,7.7562933,2.4576619,.75,0,0,0,Lutheran,Lutheran,2,2
42,77,549.59998,1,0,0,0,0,.83333331,0,0,.16666667,0,0,0,0,1,0,0,0,0,0,549.59998,1,0,0,0,0,0,0,1,1,2,10,4,0,0,.8192206,0,.98715693,43800,2.9614708,2.4576619,.43799999,0,0,0,Lutheran,Lutheran,3,2
91,77,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,1,1,4,1,4,0,0,.8192206,0,.62137258,4000,1.8641177,2.4576619,.039999999,0,0,0,Lutheran,Lutheran,2,2
32,77,540,1,0,0,0,0,0,.11111111,.27777779,.6111111,0,0,0,0,1,0,0,0,0,0,540,1,0,0,0,0,0,0,1,1,3,7,4,0,0,.8192206,0,3.036078,3600,9.1082344,2.4576619,.035999998,0,0,0,Muslim,Lutheran,3,2
47,77,,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1,0,0,0,0,0,0,1,1,2,4,4,0,0,.8192206,0,1.42249,0,4.2674699,2.4576619,0,0,0,0,Lutheran,Lutheran,1,2
99,77,837.59998,1,0,0,0,0,0,0,.5,.5,0,0,0,0,1,0,0,0,0,0,837.59998,1,0,0,0,0,0,0,0,0,3,5,4,0,0,.8192206,0,.94911373,1200,2.8473411,2.4576619,.012,0,0,0,Muslim,Lutheran,2,2
27,77,794.40002,1,0,0,0,0,0,.41666669,0,.41666669,0,0,.16666667,0,1,0,0,0,0,0,794.40002,1,0,0,0,0,0,0,1,1,4,4,4,0,0,.8192206,0,.48704579,0,1.4611374,2.4576619,0,0,0,0,Lutheran,Lutheran,2,2
66,77,463.20001,1,0,0,0,0,0,.75,0,.25,0,0,0,0,1,0,0,0,0,0,463.20001,1,0,0,0,0,0,0,1,1,3,5,4,0,0,.8192206,0,.99955893,0,2.9986768,2.4576619,0,0,0,0,Catholic,Lutheran,2,2
102,77,866.40002,1,0,0,0,0,0,0,0,.5,.5,0,0,0,1,0,0,0,0,0,866.40002,1,0,0,0,0,0,0,1,1,4,5,4,0,0,.8192206,0,.50522548,34000,1.5156765,2.4576619,.34,0,0,0,Muslim,Lutheran,3,2
109,77,489.60001,1,0,0,0,0,0,0,0,.33333334,.33333334,0,.33333334,0,1,0,0,0,0,0,489.60001,1,0,0,0,0,0,0,1,1,2,11,4,0,0,.8192206,0,.33662751,0,1.0098826,2.4576619,0,0,0,0,Catholic,Lutheran,2,2
5,77,1286.4,1,0,0,0,0,0,.25,0,.5,.25,0,0,0,1,0,0,0,0,0,1286.4,1,0,0,0,0,0,0,1,1,4,4,4,0,0,.8192206,0,.48336601,52600,1.450098,2.4576619,.52600002,0,0,0,Catholic,Lutheran,2,2
24,77,816,1,0,0,0,0,0,0,.25,.75,0,0,0,0,1,0,0,0,0,0,816,1,0,0,0,0,0,0,1,1,3,8,4,0,0,.8192206,0,1.868366,0,5.6050978,2.4576619,0,0,0,0,Lutheran,Lutheran,2,2
28,77,837.59998,1,0,0,0,0,0,.25,0,.25,0,0,.5,0,1,0,0,0,0,0,837.59998,1,0,0,0,0,0,0,1,1,3,11,4,0,0,.8192206,0,.93189281,2400,2.7956784,2.4576619,.024,0,0,0,Lutheran,Lutheran,2,2
49,77,616.79999,1,0,0,0,0,0,.25,.25,.5,0,0,0,0,1,0,0,0,0,0,616.79999,1,0,0,0,0,0,0,0,0,3,8,4,0,0,.8192206,0,.89058822,34800,2.6717646,2.4576619,.34799999,0,0,0,Lutheran,Lutheran,2,2
75,77,319.20001,1,0,0,0,0,0,0,.66666669,.16666667,0,0,.16666667,0,1,0,0,0,0,0,319.20001,1,0,0,0,0,0,0,1,1,3,8,4,0,0,.8192206,0,1.063373,17600,3.1901188,2.4576619,.176,0,0,0,Catholic,Lutheran,2,2
19,77,895.20001,1,0,0,0,0,0,0,.25,.25,0,0,.5,0,1,0,0,0,0,0,895.20001,1,0,0,0,0,0,0,1,1,3,11,4,0,0,.8192206,0,1.055235,1200,3.1657052,2.4576619,.012,0,0,0,Catholic,Lutheran,2,2
13,77,993.59998,1,0,0,0,0,0,.5,0,.5,0,0,0,0,1,0,0,0,0,0,993.59998,1,0,0,0,0,0,0,1,1,3,7,4,0,0,.8192206,0,.3193627,0,.9580881,2.4576619,0,0,0,0,Catholic,Lutheran,2,2
11,77,1010.4,1,0,0,0,0,.25,0,.41666669,.16666667,.16666667,0,0,0,1,0,0,0,0,0,1010.4,1,0,0,0,0,0,0,1,1,3,6,4,0,0,.8192206,0,5.4656858,204800,16.397057,2.4576619,2.0480001,0,0,0,Catholic,Lutheran,6,2
17,77,1142.4,1,0,0,0,0,.41666666,0,0,.41666666,.083333336,0,.083333336,0,1,0,0,0,0,0,1142.4,1,0,0,0,0,0,0,1,1,3,24,4,0,0,.8192206,0,7.6963229,456000,23.088968,2.4576619,4.5599999,0,0,0,Catholic,Lutheran,9,2
30,77,499.20001,1,0,0,0,0,.5,0,0,.5,0,0,0,0,1,0,0,0,0,0,499.20001,1,0,0,0,0,0,0,1,1,3,4,4,0,0,.8192206,0,1.03098,0,3.0929399,2.4576619,0,0,0,0,Lutheran,Lutheran,1,2
115,77,967.20001,1,0,0,0,0,0,.33333334,0,.33333334,.33333334,0,0,0,1,0,0,0,0,0,967.20001,1,0,0,0,0,0,0,1,1,3,5,4,0,0,.8192206,0,.48750001,6000,1.4625001,2.4576619,.059999999,0,0,0,Catholic,Lutheran,1,2
7,77,1363.2,1,0,0,0,0,0,0,0,.33333334,.33333334,0,.33333334,0,1,0,0,0,0,0,1363.2,1,0,0,0,0,0,0,1,1,3,2,4,0,0,.8192206,0,1.258889,0,3.7766669,2.4576619,0,0,0,0,Catholic,Lutheran,2,2
65,77,331.20001,1,0,0,0,0,0,.5,0,.5,0,0,0,0,1,0,0,0,0,0,331.20001,1,0,0,0,0,0,0,1,1,3,4,4,0,0,.8192206,0,1.060392,2400,3.1811762,2.4576619,.024,0,0,0,Lutheran,Lutheran,2,2
70,77,69.599998,0,0,0,1,1,.5,.25,0,.25,0,0,0,0,1,0,0,0,0,0,69.599998,0,0,0,1,1,0,0,1,1,1,11,4,1,1,.8192206,0,2.2824509,8600,6.847353,2.4576619,.086000003,0,1,1,Lutheran,Lutheran,3,2
90,77,321.60001,0,0,0,1,0,.16666667,.29166669,.125,.125,.16666667,0,.125,0,1,0,0,0,0,0,321.60001,0,0,0,1,0,0,0,1,1,2,7,4,1,1,.8192206,0,.98914713,7200,2.9674413,2.4576619,.071999997,0,0,0,Catholic,Lutheran,2,2
57,77,691.20001,1,0,0,0,0,0,.16666667,.16666667,.33333334,0,0,.33333334,0,1,0,0,0,0,0,691.20001,1,0,0,0,0,0,0,1,1,2,12,4,0,0,.8192206,0,1.316789,0,3.950367,2.4576619,0,0,0,0,Lutheran,Lutheran,2,2
64,77,492,1,0,0,0,0,0,.5,0,.5,0,0,0,0,1,0,0,0,0,0,492,1,0,0,0,0,0,0,1,1,3,11,4,0,0,.8192206,0,3.531373,0,10.594119,2.4576619,0,0,0,0,Catholic,Lutheran,3,2
72,77,441.60001,1,0,0,0,0,0,.25,.16666667,0,0,.16666667,.41666669,0,1,0,0,0,0,0,441.60001,1,0,0,0,0,0,0,1,1,2,13,4,0,0,.8192206,0,.86580878,17200,2.5974264,2.4576619,.17200001,0,0,0,Catholic,Lutheran,3,2
39,77,453.60001,1,0,0,0,0,.5,0,0,.5,0,0,0,0,1,0,0,0,0,0,453.60001,1,0,0,0,0,0,0,1,1,2,11,4,0,0,.8192206,0,1.843137,10600,5.5294113,2.4576619,.106,0,0,0,Catholic,Lutheran,3,2
40,77,487.20001,1,0,0,0,0,0,.25,.25,.5,0,0,0,0,1,0,0,0,0,0,487.20001,1,0,0,0,0,0,0,0,0,2,8,4,0,0,.8192206,0,.50637257,0,1.5191177,2.4576619,0,0,0,0,Lutheran,Lutheran,4,2
88,77,314.39999,1,0,0,0,0,0,.75,0,.25,0,0,0,0,1,0,0,0,0,0,314.39999,1,0,0,0,0,0,0,1,1,2,7,4,0,0,.8192206,0,.83225489,0,2.4967647,2.4576619,0,0,0,0,Catholic,Lutheran,2,2
